idptar;Departement;X;Y;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;coord;IDAMIVIF;nomptar;CodeINSEE;UFR;PAQT;Tel;Date de mise en accessibilite;Accessibilite Quai Train;STIF
2154;;607641;2427335;1;1;1;1;48.8443251036, 2.44055234288;IDAMIVIF;Château de Vincennes;94080;0;0;;;0;1001100010001
1892;;601143;2428780;1;1;1;1;48.8573558864, 2.35207356353;IDAMIVIF;Hôtel de Ville;75104;0;0;;;0;1001100010001
1698;;603623;2427668;1;1;1;1;48.8473528362, 2.38584253671;IDAMIVIF;Reuilly-Diderot;75112;0;0;;;0;1001100010001
2331;;600328;2429172;1;1;1;1;48.8608798168, 2.34097327248;IDAMIVIF;Louvre-Rivoli;75101;0;0;;;0;1001100010001
1755;;596034;2431079;1;1;1;1;48.8780061355, 2.28246563667;IDAMIVIF;Porte Maillot;75117;0;0;;;0;1001100010001
1725;;606058;2427546;1;1;1;1;48.8462382158, 2.41899982478;IDAMIVIF;Saint-Mandé;94007;0;0;;;0;1001100010001
2048;;596546;2430819;1;1;1;1;48.8756724452, 2.28944416115;IDAMIVIF;Argentine;75117;0;0;;;0;1001100010001
2111;;602402;2428293;1;1;1;1;48.8529756339, 2.36921882111;IDAMIVIF;Bastille;75104;0;0;;;0;1001100010001
1980;;598876;2429706;1;1;1;1;48.8656780557, 2.32119376847;IDAMIVIF;Concorde;75108;0;0;;;0;1001100010001
1696;;602332;2421953;1;1;1;1;48.7959940916, 2.36823144858;IDAMIVIF;Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse);94076;0;0;;;0;1001100070001
2529;;601146;2427201;1;1;1;1;48.843164652, 2.35211035908;IDAMIVIF;Place Monge (Jardin des Plantes);75105;0;0;;;0;1001100070001
1805;;601533;2428347;1;1;1;1;48.8534635449, 2.35738396948;IDAMIVIF;Pont Marie (Cité des Arts);75104;0;0;;;0;1001100070001
2236;;605406;2435810;1;1;1;1;48.920514466, 2.41022577579;IDAMIVIF;La Courneuve-8-Mai-1945;93027;0;0;;;0;1001100070001
1790;;603040;2424170;1;1;1;1;48.8159171408, 2.37787881315;IDAMIVIF;Pierre et Marie Curie;94041;0;0;;;0;1001100070001
1925;;601861;2423554;1;1;1;1;48.8103850843, 2.36183067976;IDAMIVIF;Le Kremlin-Bicêtre;94043;0;0;;;0;1001100070001
1681;;601816;2428050;1;1;1;1;48.850793554, 2.36123699038;IDAMIVIF;Sully-Morland;75104;0;0;;;0;1001100070001
2528;;601383;2425909;1;1;1;1;48.8315522619, 2.35533343989;IDAMIVIF;Place d'Italie;75113;0;0;;;0;1001100070001
2345;;600412;2428911;1;1;1;1;48.8585340615, 2.34211723533;IDAMIVIF;Pont Neuf;75101;0;0;;;0;1001100070001
2448;;602783;2432234;1;1;1;1;48.8883931911, 2.37443310555;IDAMIVIF;Riquet;75119;0;0;;;0;1001100070001
1736;;595476;2430388;1;1;1;1;48.8717921757, 2.27486995786;IDAMIVIF;Porte Dauphine (Maréchal de Lattre de Tassigny);75116;0;0;;;0;1001100020001
2323;;595260;2431446;1;1;1;1;48.8812991447, 2.27191517268;IDAMIVIF;Les Sablons (Jardin d'acclimatation);92051;0;0;;;0;1001100010001
1949;;605834;2429440;1;1;1;1;48.8632624857, 2.41597536517;IDAMIVIF;Gallieni (Parc de Bagnolet);93006;0;0;;;0;1001100030001
2283;;592772;2432620;1;1;1;1;48.8918267141, 2.23799203988;IDAMIVIF;La Défense (Grande Arche);92062;0;0;;;0;1001100010001
1728;;603699;2429403;1;1;1;1;48.8629456209, 2.38689240121;IDAMIVIF;Rue Saint-Maur;75111;0;0;;;0;1001100030001
2394;;603726;2429427;1;1;1;1;48.8631611643, 2.38726039685;IDAMIVIF;Père-Lachaise;75111;0;0;;;0;1001100020001
2168;;602471;2431098;1;1;1;1;48.878184941, 2.3701745433;IDAMIVIF;Colonel Fabien;75110;0;0;;;0;1001100020001
2235;;601671;2431788;1;1;1;1;48.8843886576, 2.35927656094;IDAMIVIF;La Chapelle;75110;0;0;;;0;1001100020001
2361;;598012;2431364;1;1;1;1;48.88057685, 2.30941594283;IDAMIVIF;Monceau;75108;0;0;;;0;1001100020001
2452;;598818;2431530;1;1;1;1;48.8820707932, 2.32039833598;IDAMIVIF;Rome;75117;0;0;;;0;1001100020001
3343807;;606255;2424079;1;1;1;1;48.8150762793, 2.4216317634;IDAMIVIF;Ecole Vétérinaire de Maisons-Alfort;94046;0;0;;;0;1001100080001
3343811;;608061;2422682;1;1;1;1;48.802500401, 2.44618361523;IDAMIVIF;Maisons-Alfort-Les Juilliottes;94046;0;0;;;0;1001100080001
3343775;;601290;2430118;1;1;1;1;48.8693807393, 2.35407964886;IDAMIVIF;Strasbourg-Saint-Denis;75102;0;0;;;0;1001100080001
3343779;;602220;2429417;1;1;1;1;48.8630781356, 2.36674588025;IDAMIVIF;Filles du Calvaire;75103;0;0;;;0;1001100080001
3343770;;600250;2430410;1;1;1;1;48.8720061982, 2.33991138728;IDAMIVIF;Richelieu-Drouot;75109;0;0;;;0;1001100080001
3343791;;603723;2427653;1;1;1;1;48.8472174603, 2.38720417388;IDAMIVIF;Reuilly-Diderot;75112;0;0;;;0;1001100080001
3343774;;600880;2430251;1;1;1;1;48.8705767128, 2.34849429038;IDAMIVIF;Bonne Nouvelle;75109;0;0;;;0;1001100080001
3343762;;598395;2429196;1;1;1;1;48.8610934269, 2.31464335201;IDAMIVIF;Invalides;75107;0;0;;;0;1001100080001
3343335;;595753;2426496;1;1;1;1;48.836814948, 2.27868334312;IDAMIVIF;Balard;75115;0;0;;;0;1001100080001
3343768;;599650;2430257;1;1;1;1;48.8706310394, 2.33173704503;IDAMIVIF;Opéra;75109;0;0;;;0;1001100080001
2466;;599746;2428345;1;1;1;1;48.853447197, 2.33304632271;IDAMIVIF;Saint-Germain des Prés;75106;0;0;;;0;1001100040001
2285;;599411;2430572;1;1;1;1;48.8734618499, 2.32848048114;IDAMIVIF;Havre-Caumartin;75109;0;0;;;0;1001100030001
1934;;600916;2429487;1;1;1;1;48.8637103257, 2.34898319279;IDAMIVIF;Etienne Marcel;75101;0;0;;;0;1001100040001
2259;;600916;2429487;1;1;1;1;48.8637103257, 2.34898319279;IDAMIVIF;Etienne Marcel;75101;0;0;;;0;1001100040001
2153;;601435;2430460;1;1;1;1;48.8724541102, 2.3560561648;IDAMIVIF;Château d'Eau;75110;0;0;;;0;1001100040001
2411;;599593;2428089;1;1;1;1;48.8511463143, 2.33096285303;IDAMIVIF;Saint-Sulpice;75106;0;0;;;0;1001100040001
2472;;600550;2428362;1;1;1;1;48.8535998671, 2.34399623776;IDAMIVIF;Saint-Michel;75105;0;0;;;0;1001100040001
2329;;596445;2432332;1;1;1;1;48.8892695815, 2.28805512147;IDAMIVIF;L1se Michel;92044;0;0;;;0;1001100030001
2260;;599007;2431195;1;1;1;1;48.8790603985, 2.32297462907;IDAMIVIF;Europe;75108;0;0;;;0;1001100030001
2514;;597729;2431713;1;1;1;1;48.8837124353, 2.30555775418;IDAMIVIF;Wagram;75117;0;0;;;0;1001100030001
2413;;599160;2424937;1;1;1;1;48.8228170194, 2.32507262181;IDAMIVIF;Porte d'Orléans (Général Leclerc);75114;0;0;;;0;1001100040001
1932;;605605;2432819;1;1;1;1;48.8936324872, 2.4129002627;IDAMIVIF;Eglise de Pantin;93055;0;0;;;0;1001100050001
1641;;601846;2426787;1;1;1;1;48.8394422381, 2.36164021079;IDAMIVIF;Saint-Marcel;75113;0;0;;;0;1001100050001
1675;;602264;2431762;1;1;1;1;48.8841532224, 2.36735747413;IDAMIVIF;Stalingrad;75119;0;0;;;0;1001100050001
1922;;603125;2431849;1;1;1;1;48.8849315698, 2.37909124357;IDAMIVIF;Laumière;75119;0;0;;;0;1001100050001
2247;;603125;2431849;1;1;1;1;48.8849315698, 2.37909124357;IDAMIVIF;Laumière;75119;0;0;;;0;1001100050001
2525;;599557;2426755;1;1;1;1;48.8391569407, 2.33047414783;IDAMIVIF;Raspail;75114;0;0;;;0;1001100040001
2159;;599289;2425521;1;1;1;1;48.8280659789, 2.32682741672;IDAMIVIF;Alésia;75114;0;0;;;0;1001100040001
1901;;602501;2431620;1;1;1;1;48.8828761755, 2.37058633283;IDAMIVIF;Jaurès;75119;0;0;;;0;1001100050001
1772;;603594;2432037;1;1;1;1;48.8866187516, 2.38548413305;IDAMIVIF;Ourcq;75119;0;0;;;0;1001100050001
1802;;595911;2433227;1;1;1;1;48.8973098644, 2.28076863947;IDAMIVIF;Pont de Levallois-Bécon;92044;0;0;;;0;1001100030001
2415;;605309;2429559;1;1;1;1;48.8643364947, 2.4088253727;IDAMIVIF;Porte de Bagnolet;75120;0;0;;;0;1001100030001
1760;;599987;2430149;1;1;1;1;48.8696605314, 2.33632827831;IDAMIVIF;Quatre Septembre;75102;0;0;;;0;1001100030001
2471;;603699;2429403;1;1;1;1;48.8629456209, 2.38689240121;IDAMIVIF;Rue Saint-Maur;75111;0;0;;;0;1001100030001
1766;;602021;2429882;1;1;1;1;48.8672579028, 2.36403730031;IDAMIVIF;République;75111;0;0;;;0;1001100030001
2376;;602021;2429882;1;1;1;1;48.8672579028, 2.36403730031;IDAMIVIF;République;75111;0;0;;;0;1001100030001
1662;;600812;2429892;1;1;1;1;48.8673503407, 2.34756723208;IDAMIVIF;Sentier;75102;0;0;;;0;1001100030001
1935;;599007;2431195;1;1;1;1;48.8790603985, 2.32297462907;IDAMIVIF;Europe;75108;0;0;;;0;1001100030001
2493;;601840;2429827;1;1;1;1;48.866764127, 2.3615713237;IDAMIVIF;Temple;75103;0;0;;;0;1001100030001
2007;;600306;2430049;1;1;1;1;48.8687617518, 2.34067412548;IDAMIVIF;Bourse;75102;0;0;;;0;1001100030001
1993;;607295;2428856;1;1;1;1;48.8579990325, 2.43586689234;IDAMIVIF;Croix-de-Chavaux (Jacques Duclos);93048;0;0;;;0;1001100090001
1709;;603863;2428210;1;1;1;1;48.8522226724, 2.38911564759;IDAMIVIF;Rue des Boulets;75111;0;0;;;0;1001100090001
2549;;592776;2425973;1;1;1;1;48.8320876035, 2.23816077354;IDAMIVIF;Billancourt;92012;0;0;;;0;1001100090001
1844;;602368;2429553;1;1;1;1;48.8642999032, 2.36876264947;IDAMIVIF;Oberkampf;75111;0;0;;;0;1001100090001
2506;;602332;2421953;1;1;1;1;48.7959940916, 2.36823144858;IDAMIVIF;Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse);94076;0;0;;;0;1001100070001
3343755;;597150;2427829;1;1;1;1;48.8488031653, 2.29769423133;IDAMIVIF;La Motte-Picquet-Grenelle;75115;0;0;;;0;1001100080001
2505;;602250;2420912;1;1;1;1;48.7866379703, 2.36711052405;IDAMIVIF;Villejuif-L1s Aragon;94076;0;0;;;0;1001100070001
3343771;;600469;2430362;1;1;1;1;48.8715747028, 2.34289502865;IDAMIVIF;Grands Boulevards;75109;0;0;;;0;1001100080001
3343757;;597719;2428436;1;1;1;1;48.8542608808, 2.30543955721;IDAMIVIF;Ecole Militaire;75107;0;0;;;0;1001100080001
2418;;602066;2424600;1;1;1;1;48.819785644, 2.3646252716;IDAMIVIF;Porte de Choisy;75113;0;0;;;0;1001100070001
3343746;;596748;2427164;1;1;1;1;48.8428245269, 2.29222496289;IDAMIVIF;Félix Faure;75115;0;0;;;0;1001100080001
2272;;601585;2424944;1;1;1;1;48.8228787343, 2.35807989096;IDAMIVIF;Maison Blanche;75113;0;0;;;0;1001100070001
3343767;;599650;2430257;1;1;1;1;48.8706310394, 2.33173704503;IDAMIVIF;Opéra;75109;0;0;;;0;1001100080001
2495;;601507;2425309;1;1;1;1;48.8261594131, 2.35701946286;IDAMIVIF;Tolbiac;75113;0;0;;;0;1001100070001
1911;;605406;2435810;1;1;1;1;48.920514466, 2.41022577579;IDAMIVIF;La Courneuve-8-Mai-1945;93027;0;0;;;0;1001100070001
1665;;598117;2427405;1;1;1;1;48.8449961101, 2.31086482671;IDAMIVIF;Sèvres-Lecourbe;75115;0;0;;;0;1001100060001
1687;;596385;2429372;1;1;1;1;48.8626668651, 2.28726305822;IDAMIVIF;Trocadéro;75116;0;0;;;0;1001100060001
1676;;602375;2431753;1;1;1;1;48.8840719456, 2.36887005944;IDAMIVIF;Stalingrad;75119;0;0;;;0;1001100070001
2543;;603881;2426725;1;1;1;1;48.8388761109, 2.38934738424;IDAMIVIF;Dugommier;75112;0;0;;;0;1001100060001
2114;;604747;2427093;1;1;1;1;48.8421777857, 2.40114243097;IDAMIVIF;Bel-Air;75112;0;0;;;0;1001100060001
1789;;604794;2427443;1;1;1;1;48.8453230738, 2.40178631043;IDAMIVIF;Picpus;75112;0;0;;;0;1001100060001
2117;;603156;2426871;1;1;1;1;48.8401922036, 2.37947725393;IDAMIVIF;Bercy;75112;0;0;;;0;1001100060001
1926;;596766;2428045;1;1;1;1;48.8507426094, 2.29246322349;IDAMIVIF;Dupleix;75115;0;0;;;0;1001100060001
2015;;600502;2430835;1;1;1;1;48.8758256773, 2.34334512124;IDAMIVIF;Cadet;75109;0;0;;;0;1001100070001
3343796;;604339;2426815;1;1;1;1;48.8396820994, 2.39558416701;IDAMIVIF;Daumesnil (Félix Eboué);75112;0;0;;;0;1001100080001
3343790;;603519;2427970;1;1;1;1;48.8500676272, 2.38442876741;IDAMIVIF;Faidherbe-Chaligny;75111;0;0;;;0;1001100080001
3343810;;607332;2423318;1;1;1;1;48.8082253066, 2.43627581772;IDAMIVIF;Maisons-Alfort-Stade;94046;0;0;;;0;1001100080001
3343806;;605683;2424792;1;1;1;1;48.8214897784, 2.413856759;IDAMIVIF;Charenton-Ecoles;94018;0;0;;;0;1001100080001
3343825;;609498;2418858;1;1;1;1;48.7681110356, 2.46565028571;IDAMIVIF;Pointe du Lac;94028;0;0;;;0;1001100080001
1804;;592215;2425707;1;1;1;1;48.8296902972, 2.23052843086;IDAMIVIF;Pont de Sèvres;92012;0;0;;;0;1001100090001
3343800;;605118;2426350;1;1;1;1;48.835497212, 2.40618520888;IDAMIVIF;Porte Dorée;75112;0;0;;;0;1001100080001
1773;;600005;2429338;1;1;1;1;48.8623717808, 2.3365735974;IDAMIVIF;Palais-Royal (Musée du Louvre);75101;0;0;;;0;1001100010001
1933;;593648;2432233;1;1;1;1;48.8883580194, 2.24993720953;IDAMIVIF;Esplanade de la Défense;92062;0;0;;;0;1001100010001
1784;;603726;2429427;1;1;1;1;48.8631611643, 2.38726039685;IDAMIVIF;Père-Lachaise;75111;0;0;;;0;1001100020001
1978;;602471;2431098;1;1;1;1;48.878184941, 2.3701745433;IDAMIVIF;Colonel Fabien;75110;0;0;;;0;1001100020001
1795;;599330;2431684;1;1;1;1;48.8834556108, 2.32737499008;IDAMIVIF;Place de Clichy;75109;0;0;;;0;1001100020001
1864;;600328;2429172;1;1;1;1;48.8608798168, 2.34097327248;IDAMIVIF;Louvre-Rivoli;75101;0;0;;;0;1001100010001
1674;;602240;2431766;1;1;1;1;48.8841892535, 2.36703043864;IDAMIVIF;Stalingrad;75119;0;0;;;0;1001100020001
1961;;597377;2430415;1;1;1;1;48.8720455787, 2.30076918231;IDAMIVIF;George V;75108;0;0;;;0;1001100010001
1707;;598818;2431530;1;1;1;1;48.8820707932, 2.32039833598;IDAMIVIF;Rome;75117;0;0;;;0;1001100020001
1842;;599408;2427381;1;1;1;1;48.8447830076, 2.32844447996;IDAMIVIF;Notre-Dame des Champs;75106;0;0;;;0;1001100120001
2428;;596427;2425988;1;1;1;1;48.832253412, 2.28786413449;IDAMIVIF;Porte de Versailles;75115;0;0;;;0;1001100120001
2408;;604157;2430937;1;1;1;1;48.8767294281, 2.39314602843;IDAMIVIF;Place des Fêtes;75119;0;0;;;0;1001100110001
1906;;600574;2432690;1;1;1;1;48.8924969362, 2.34432840722;IDAMIVIF;Jules Joffrin;75118;0;0;;;0;1001100120001
2337;;595376;2425109;1;1;1;1;48.8243464852, 2.27356582627;IDAMIVIF;Mairie d'Issy;92040;0;0;;;0;1001100120001
2512;;597906;2427007;1;1;1;1;48.8414184019, 2.30799364605;IDAMIVIF;Volontaires;75115;0;0;;;0;1001100120001
1669;;599015;2428911;1;1;1;1;48.8585333187, 2.32308924545;IDAMIVIF;Solférino;75107;0;0;;;0;1001100120001
1965;;600827;2428947;1;1;1;1;48.8588572436, 2.34776985341;IDAMIVIF;Châtelet;75101;0;0;;;0;1001100110001
1782;;598249;2427164;1;1;1;1;48.8428305013, 2.31266330443;IDAMIVIF;Pasteur;75115;0;0;;;0;1001100120001
2244;;612977;2421849;1;1;1;1;48.794933504, 2.51304475439;IDAMIVIF;La Varenne-Chennevières;94068;1;1;;;4;1001110010001
1998;;599775;2426105;1;1;1;1;48.8333151451, 2.3334427605;IDAMIVIF;Denfert-Rochereau;75114;1;1;;;4;1001110020001
2006;;598210;2420179;1;1;1;1;48.780050897, 2.31216262263;IDAMIVIF;Bourg-la-Reine;92014;1;1;;;4;1001110020001
1778;;598039;2419130;1;1;1;1;48.770621955, 2.30984199318;IDAMIVIF;Parc de Sceaux;92002;1;1;;;4;1001110020001
161469;;632190;2428617;1;1;1;1;48.8550877316, 2.77492611826;IDAMIVIF;Val d'europe;77449;1;1;;;4;1001110010001
1697;;619510;2439473;1;1;1;1;48.9531603089, 2.60272851855;IDAMIVIF;Villeparisis;77514;1;1;;;4;1001110010001
1923;;606539;2436943;1;1;1;1;48.9306861891, 2.42569376628;IDAMIVIF;Le Bourget;93013;1;1;;;4;1001110010001
1999;;608695;2437171;1;1;1;1;48.9327097684, 2.45510534184;IDAMIVIF;Drancy;93029;1;1;;;4;1001110010001
2516;;623458;2426866;1;1;1;1;48.8397283819, 2.65590311181;IDAMIVIF;Torcy;77468;1;1;;;4;1001110010001
1972;;599746;2430505;1;1;1;1;48.8728599486, 2.33304474759;IDAMIVIF;Chaussée d'Antin (La Fayette);75109;0;0;;;0;1001100090001
3343816;;608405;2421261;1;1;1;1;48.7897242753, 2.45083610306;IDAMIVIF;Créteil-Université;94028;0;0;;;0;1001100080001
1730;;598111;2430462;1;1;1;1;48.872470625, 2.3107690979;IDAMIVIF;Saint-Philippe du Roule;75108;0;0;;;0;1001100090001
1747;;594057;2426581;1;1;1;1;48.8375652937, 2.25559127111;IDAMIVIF;Porte de Saint-Cloud;75116;0;0;;;0;1001100090001
3343752;;596748;2427164;1;1;1;1;48.8428245269, 2.29222496289;IDAMIVIF;Félix Faure;75115;0;0;;;0;1001100080001
3343788;;602895;2428095;1;1;1;1;48.8511941246, 2.37593173368;IDAMIVIF;Ledru-Rollin;75112;0;0;;;0;1001100080001
1884;;593167;2426164;1;1;1;1;48.8338085462, 2.24348061108;IDAMIVIF;Marcel Sembat;92012;0;0;;;0;1001100090001
1715;;598842;2430675;1;1;1;1;48.8743867195, 2.32072782863;IDAMIVIF;Saint-Augustin;75108;0;0;;;0;1001100090001
2043;;597412;2429553;1;1;1;1;48.8642986303, 2.30125140712;IDAMIVIF;Alma-Marceau;75116;0;0;;;0;1001100090001
3343339;;596432;2426964;1;1;1;1;48.8410253145, 2.287923864;IDAMIVIF;Boucicaut;75115;0;0;;;0;1001100080001
2104;;604106;2433960;1;1;1;1;48.9038980068, 2.39248007534;IDAMIVIF;Aubervilliers Pantin (4 Chemins);93001;0;0;;;0;1001100070001
2344;;601533;2428347;1;1;1;1;48.8534635449, 2.35738396948;IDAMIVIF;Pont Marie (Cité des Arts);75104;0;0;;;0;1001100070001
3343815;;608405;2421261;1;1;1;1;48.7897242753, 2.45083610306;IDAMIVIF;Créteil-Université;94028;0;0;;;0;1001100080001
3343789;;603519;2427970;1;1;1;1;48.8500676272, 2.38442876741;IDAMIVIF;Faidherbe-Chaligny;75111;0;0;;;0;1001100080001
2199;;604919;2435091;1;1;1;1;48.9140567044, 2.40357633118;IDAMIVIF;Fort d'Aubervilliers;93001;0;0;;;0;1001100070001
3343787;;602895;2428095;1;1;1;1;48.8511941246, 2.37593173368;IDAMIVIF;Ledru-Rollin;75112;0;0;;;0;1001100080001
3343761;;598395;2429196;1;1;1;1;48.8610934269, 2.31464335201;IDAMIVIF;Invalides;75107;0;0;;;0;1001100080001
2486;;602375;2431753;1;1;1;1;48.8840719456, 2.36887005944;IDAMIVIF;Stalingrad;75119;0;0;;;0;1001100070001
3343336;;596015;2426702;1;1;1;1;48.8386680882, 2.28224848505;IDAMIVIF;Lourmel;75115;0;0;;;0;1001100080001
2314;;599710;2430249;1;1;1;1;48.8705591758, 2.33255447872;IDAMIVIF;Opéra;75109;0;0;;;0;1001100070001
1971;;599774;2430519;1;1;1;1;48.8729857839, 2.33342622072;IDAMIVIF;Chaussée d'Antin (La Fayette);75109;0;0;;;0;1001100070001
1744;;603605;2433251;1;1;1;1;48.8975291161, 2.38564422679;IDAMIVIF;Porte de la Villette;75119;0;0;;;0;1001100070001
1695;;602250;2420912;1;1;1;1;48.7866379703, 2.36711052405;IDAMIVIF;Villejuif-L1s Aragon;94076;0;0;;;0;1001100070001
1985;;603360;2432934;1;1;1;1;48.8946815012, 2.38230219064;IDAMIVIF;Corentin-Cariou;75119;0;0;;;0;1001100070001
1876;;601585;2424944;1;1;1;1;48.8228787343, 2.35807989096;IDAMIVIF;Maison Blanche;75113;0;0;;;0;1001100070001
1800;;600945;2431005;1;1;1;1;48.8773530545, 2.34938142062;IDAMIVIF;Poissonnière;75110;0;0;;;0;1001100070001
1854;;601144;2426418;1;1;1;1;48.836127399, 2.3520811145;IDAMIVIF;Les Gobelins;75113;0;0;;;0;1001100070001
1757;;599823;2429797;1;1;1;1;48.8664969463, 2.33409421193;IDAMIVIF;Pyramides;75101;0;0;;;0;1001100070001
2080;;602955;2432445;1;1;1;1;48.8902887343, 2.37677864559;IDAMIVIF;Crimée;75119;0;0;;;0;1001100070001
2234;;596831;2430333;1;1;1;1;48.8713061083, 2.29333101756;IDAMIVIF;Kléber;75116;0;0;;;0;1001100060001
1735;;599160;2424937;1;1;1;1;48.8228170194, 2.32507262181;IDAMIVIF;Porte d'Orléans (Général Leclerc);75114;0;0;;;0;1001100040001
1721;;599746;2428345;1;1;1;1;48.853447197, 2.33304632271;IDAMIVIF;Saint-Germain des Prés;75106;0;0;;;0;1001100040001
2487;;601321;2430146;1;1;1;1;48.8696323244, 2.35450205976;IDAMIVIF;Strasbourg-Saint-Denis;75102;0;0;;;0;1001100040001
1655;;600944;2432584;1;1;1;1;48.8915438899, 2.34937111205;IDAMIVIF;Marcadet-Poissonniers;75118;0;0;;;0;1001100040001
2438;;599987;2430149;1;1;1;1;48.8696605314, 2.33632827831;IDAMIVIF;Quatre Septembre;75102;0;0;;;0;1001100030001
2033;;600944;2432088;1;1;1;1;48.8870862423, 2.34937006992;IDAMIVIF;Château Rouge;75118;0;0;;;0;1001100040001
2212;;601328;2431271;1;1;1;1;48.8797430235, 2.35460080714;IDAMIVIF;Gare du Nord;75110;0;0;;;0;1001100040001
1729;;600550;2428362;1;1;1;1;48.8535998671, 2.34399623776;IDAMIVIF;Saint-Michel;75105;0;0;;;0;1001100040001
2313;;599688;2430267;1;1;1;1;48.8707209355, 2.33225474024;IDAMIVIF;Opéra;75109;0;0;;;0;1001100030001
2502;;599439;2427078;1;1;1;1;48.8420598168, 2.3288670471;IDAMIVIF;Vavin;75106;0;0;;;0;1001100040001
2160;;604262;2428678;1;1;1;1;48.8564263076, 2.39455425432;IDAMIVIF;Alexandre-Dumas;75111;0;0;;;0;1001100020001
2044;;596259;2432638;1;1;1;1;48.8920185856, 2.28551744146;IDAMIVIF;Anatole-France;92044;0;0;;;0;1001100030001
2548;;602953;2430442;1;1;1;1;48.8722872798, 2.37673767399;IDAMIVIF;Belleville;75119;0;0;;;0;1001100020001
1862;;596445;2432332;1;1;1;1;48.8892695815, 2.28805512147;IDAMIVIF;L1se Michel;92044;0;0;;;0;1001100030001
2504;;596236;2430173;1;1;1;1;48.8698648717, 2.28522620392;IDAMIVIF;Victor Hugo;75116;0;0;;;0;1001100020001
2120;;599705;2431719;1;1;1;1;48.8837704781, 2.33248514494;IDAMIVIF;Blanche;75118;0;0;;;0;1001100020001
2205;;604547;2429608;1;1;1;1;48.8647826599, 2.39844583044;IDAMIVIF;Gambetta;75120;0;0;;;0;1001100030001
2296;;602454;2431608;1;1;1;1;48.882768506, 2.36994579566;IDAMIVIF;Jaurès;75119;0;0;;;0;1001100020001
2338;;604444;2427899;1;1;1;1;48.8494238601, 2.39702503497;IDAMIVIF;Nation;75112;0;0;;;0;1001100020001
1684;;597183;2431103;1;1;1;1;48.8782279997, 2.29812142925;IDAMIVIF;Ternes;75117;0;0;;;0;1001100020001
2081;;604354;2426781;1;1;1;1;48.8393764223, 2.39578805708;IDAMIVIF;Daumesnil (Félix Eboué);75112;0;0;;;0;1001100060001
2076;;601596;2430945;1;1;1;1;48.8768125846, 2.35825143675;IDAMIVIF;Gare de l'Est (Verdun);75110;0;0;;;0;1001100050001
2125;;601596;2430945;1;1;1;1;48.8768125846, 2.35825143675;IDAMIVIF;Gare de l'Est (Verdun);75110;0;0;;;0;1001100050001
1951;;602033;2427229;1;1;1;1;48.8434141834, 2.36418838953;IDAMIVIF;Gare d'Austerlitz;75113;0;0;;;0;1001100050001
1759;;602233;2427513;1;1;1;1;48.8459659916, 2.3669131764;IDAMIVIF;Quai de la Rapée;75112;0;0;;;0;1001100050001
2424;;604103;2432256;1;1;1;1;48.8885839402, 2.39242287239;IDAMIVIF;Porte de Pantin;75119;0;0;;;0;1001100050001
1958;;601458;2431231;1;1;1;1;48.8793832619, 2.35637207803;IDAMIVIF;Gare du Nord;75110;0;0;;;0;1001100050001
2377;;602005;2429922;1;1;1;1;48.8676174458, 2.3638195181;IDAMIVIF;République;75111;0;0;;;0;1001100050001
2310;;602399;2429523;1;1;1;1;48.8640301694, 2.36918476922;IDAMIVIF;Oberkampf;75111;0;0;;;0;1001100050001
1891;;604888;2432581;1;1;1;1;48.891499343, 2.40312495732;IDAMIVIF;Hoche;93055;0;0;;;0;1001100050001
2537;;597155;2427853;1;1;1;1;48.8490188876, 2.29776215737;IDAMIVIF;La Motte-Picquet-Grenelle;75115;0;0;;;0;1001100060001
2118;;596498;2428444;1;1;1;1;48.8543271778, 2.2888101004;IDAMIVIF;Bir-Hakeim (Grenelle);75115;0;0;;;0;1001100060001
2520;;600013;2426069;1;1;1;1;48.832991651, 2.33668289331;IDAMIVIF;Saint-Jacques;75114;0;0;;;0;1001100060001
2016;;597469;2427706;1;1;1;1;48.8476990674, 2.30203914034;IDAMIVIF;Cambronne;75115;0;0;;;0;1001100060001
2135;;597469;2427706;1;1;1;1;48.8476990674, 2.30203914034;IDAMIVIF;Cambronne;75115;0;0;;;0;1001100060001
1836;;601866;2426057;1;1;1;1;48.8328812479, 2.36190940468;IDAMIVIF;Nationale;75113;0;0;;;0;1001100060001
2303;;601866;2426057;1;1;1;1;48.8328812479, 2.36190940468;IDAMIVIF;Nationale;75113;0;0;;;0;1001100060001
2339;;604499;2427680;1;1;1;1;48.8474552216, 2.39777174028;IDAMIVIF;Nation;75112;0;0;;;0;1001100060001
2251;;596766;2428045;1;1;1;1;48.8507426094, 2.29246322349;IDAMIVIF;Dupleix;75115;0;0;;;0;1001100060001
1781;;598295;2427073;1;1;1;1;48.8420127633, 2.3132900405;IDAMIVIF;Pasteur;75115;0;0;;;0;1001100060001
1882;;605131;2428253;1;1;1;1;48.8526003616, 2.40638498623;IDAMIVIF;Maraîchers;75120;0;0;;;0;1001100090001
2032;;603563;2428479;1;1;1;1;48.8546420067, 2.38503219;IDAMIVIF;Charonne;75111;0;0;;;0;1001100090001
